angry,disgust,fear,happy,sad,surprise,neutral,total,enjoyed
0.0005399568034557236,0.0,0.0010799136069114472,0.5080993520518359,0.0005399568034557236,0.0,0.4897408207343413,1750,1
0.017011494252873564,0.0,0.0004597701149425287,0.3645977011494253,0.005057471264367816,0.0,0.6128735632183908,2175,1
0.04362050163576881,0.0,0.0010905125408942203,0.5659760087241004,0.024718284260268994,0.0,0.36459469283896767,2751,1
0.039852851011649294,0.0,0.0006131207847946045,0.009809932556713672,0.30472103004291845,0.0,0.645003065603924,1631,0
0.01600826232894397,0.0,0.015491866769945779,0.027368964626904208,0.034598502452878904,0.0,0.9065324038213272,3873,0
0.017025804735301943,0.0,0.006650704974727321,0.3202979515828678,0.035381750465549346,0.0,0.6206437882415536,3759,0
0.020944045014066895,0.0,0.011253516723976243,0.5498593310409503,0.021569240387621133,0.0,0.39637386683338544,3199,1
0.04177845917976236,0.0,0.03564584131851284,0.4093522422384055,0.0854733614411652,0.0,0.42775009582215406,2609,1
0.13182897862232779,0.0,0.01583531274742676,0.5316706254948536,0.04117181314330958,0.0,0.27949326999208235,2526,1
0.01668520578420467,0.0,0.0,0.04560622914349277,0.03225806451612903,0.0,0.9054505005561735,899,0
0.054252199413489736,0.0,0.02932551319648094,0.4750733137829912,0.02346041055718475,0.0,0.4178885630498534,1364,1
0.006194081211286993,0.0,0.0013764624913971094,0.26841018582243636,0.009635237439779766,0.0006882312456985547,0.7136958017894013,1453,0
0.01400147383935151,0.0,0.02800294767870302,0.48415622697126015,0.03168754605747973,0.0,0.4421518054532056,1357,1
0.012280701754385965,0.0,0.0017543859649122807,0.24035087719298245,0.06315789473684211,0.0,0.6824561403508772,570,0
0.0012453300124533001,0.0,0.0,0.30759651307596514,0.0006226650062266501,0.0,0.6905354919053549,1606,0
0.02097315436241611,0.0,0.03859060402684564,0.6862416107382551,0.02348993288590604,0.0,0.23070469798657717,1192,1
0.001218769043266301,0.0,0.0006093845216331506,0.3814747105423522,0.055453991468616695,0.0,0.5612431444241316,1641,1
0.011658031088082901,0.0,0.0,0.5738341968911918,0.007772020725388601,0.0,0.4067357512953368,772,1
0.0,0.0,0.0,0.5697368421052632,0.0,0.0,0.43026315789473685,760,0
0.001990049751243781,0.0,0.0,0.7104477611940299,0.0029850746268656717,0.0,0.2845771144278607,1005,1
0.07100591715976332,0.0,0.001183431952662722,0.5017751479289941,0.0,0.0,0.4260355029585799,845,0
0.0035149384885764497,0.0,0.27768014059753954,0.06678383128295255,0.1195079086115993,0.0,0.5325131810193322,569,0
0.0,0.0,0.0,0.3463611859838275,0.02425876010781671,0.0,0.6293800539083558,742,1
0.0,0.0,0.03559870550161812,0.33117583603020495,0.0593311758360302,0.0,0.5738942826321467,927,1
0.007860262008733625,0.0,0.1467248908296943,0.18602620087336244,0.11528384279475982,0.011353711790393014,0.5327510917030568,1145,0
0.02822085889570552,0.0,0.009202453987730062,0.11042944785276074,0.03374233128834356,0.0,0.8184049079754602,1630,0
0.0,0.0,0.036021926389976505,0.341425215348473,0.025841816758026624,0.0,0.5967110415035238,1277,1
0.002161383285302594,0.0,0.03314121037463977,0.06484149855907781,0.006484149855907781,0.0,0.8933717579250721,1388,0
0.001697792869269949,0.0,0.010186757215619695,0.13921901528013583,0.003395585738539898,0.0,0.8455008488964346,589,0
0.0,0.0,0.0015932023366967605,0.08921933085501858,0.009028146574614976,0.0,0.9001593202336696,1883,0
0.0033875338753387536,0.0,0.11856368563685638,0.4444444444444444,0.04742547425474255,0.0,0.3861788617886179,1476,1
0.05063291139240506,0.0,0.2554660529344074,0.5109321058688148,0.07710011507479862,0.004602991944764097,0.10126582278481013,869,1
0.005170630816959669,0.0,0.13960703205791106,0.2481902792140641,0.038262668045501554,0.002068252326783868,0.5667011375387797,967,0
0.0033875338753387536,0.0,0.05623306233062331,0.3319783197831978,0.04403794037940379,0.0006775067750677507,0.5636856368563685,1476,1
0.0007552870090634441,0.0,0.27341389728096677,0.2545317220543807,0.10120845921450151,0.04833836858006042,0.3217522658610272,1324,1
0.0005824111822947001,0.0,0.19394292370413513,0.3220733838089691,0.15433896330809552,0.1188118811881188,0.21025043680838673,1717,1
0.0,0.0,0.10436893203883495,0.3640776699029126,0.10194174757281553,0.30461165048543687,0.125,824,1
0.0007047216349541931,0.0,0.052854122621564484,0.48414376321353064,0.30162085976039466,0.026779422128259338,0.1338971106412967,1419,1
0.0,0.0,0.1774193548387097,0.31129032258064515,0.17661290322580644,0.1435483870967742,0.19112903225806452,1240,1
0.000791765637371338,0.0,0.003167062549485352,0.053840063341250986,0.41488519398258117,0.003167062549485352,0.5241488519398259,1263,0
0.000778816199376947,0.0,0.21417445482866043,0.05451713395638629,0.23208722741433022,0.00778816199376947,0.49065420560747663,1284,0
0.16016640665626625,0.0,0.07696307852314092,0.03536141445657826,0.18980759230369215,0.003640145605824233,0.5340613624544982,1923,1
0.0408997955010225,0.0,0.12515337423312883,0.1034764826175869,0.301840490797546,0.0016359918200408998,0.4269938650306748,2445,1
0.05789909015715467,0.0,0.2704714640198511,0.1621174524400331,0.1575682382133995,0.008684863523573201,0.34325889164598844,2418,1
0.05257076834199884,0.0,0.09300982091276719,0.21086077411900636,0.11322934719815136,0.008665511265164644,0.5216637781629117,1731,0
0.004172461752433936,0.0,0.03245248029670839,0.24200278164116829,0.09503940658321743,0.0009272137227630969,0.6254056560037089,2157,1
0.01038961038961039,0.0,0.06060606060606061,0.12467532467532468,0.12207792207792208,0.0025974025974025974,0.6796536796536796,1155,0
0.07894736842105263,0.0,0.04851973684210526,0.04276315789473684,0.43667763157894735,0.009868421052631578,0.3832236842105263,1216,0
0.021739130434782608,0.0,0.025362318840579712,0.04710144927536232,0.4514492753623188,0.0,0.4543478260869565,1380,0
0.08569405099150142,0.0,0.021246458923512748,0.39305949008498586,0.2804532577903683,0.002124645892351275,0.21742209631728046,1412,1
0.053003533568904596,0.0,0.0077738515901060075,0.6346289752650177,0.096113074204947,0.0021201413427561835,0.20636042402826854,1415,1
0.11430793157076205,0.0,0.025660964230171075,0.19517884914463451,0.27916018662519443,0.006220839813374806,0.37947122861586313,1286,0
0.03761755485893417,0.0,0.018808777429467086,0.3281086729362591,0.34691745036572624,0.0020898641588296763,0.2664576802507837,957,0
0.03337378640776699,0.0,0.011529126213592233,0.44781553398058255,0.17111650485436894,0.0018203883495145632,0.33434466019417475,1648,1
0.015903307888040712,0.0,0.014631043256997456,0.4395674300254453,0.2366412213740458,0.0006361323155216285,0.2926208651399491,1572,0
0.026009582477754964,0.0,0.012320328542094456,0.21697467488021902,0.33401779603011633,0.0,0.4106776180698152,1461,0
0.000689655172413793,0.0,0.0,0.5648275862068965,0.09586206896551724,0.0,0.3386206896551724,1450,1
0.013249211356466877,0.0,0.0018927444794952682,0.5236593059936908,0.25741324921135644,0.0,0.20378548895899054,1585,1
0.028192371475953566,0.0,0.014925373134328358,0.2504145936981758,0.4427860696517413,0.001658374792703151,0.2620232172470978,1206,0
0.03495145631067961,0.0,0.02524271844660194,0.3877022653721683,0.19741100323624594,0.007119741100323625,0.34757281553398056,1545,0
